,Experiment,Station,Depth_zone,Marine_pelagic_biomes _Longhurst_2007,Latitude_deg_N,Longitude_deg_E,Sampling_depth_m,Gene,Percentage_of_genome_equivalents
340,ERX556026,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dmdA,39.73
115,ERX556026,TARA_109,DCM,CHIL,2.0299,-84.5546,30,recA_hits,2258.0
1466,ERX556027,TARA_037,MES,ARAB,20.8457,63.5851,600,dddD,1.74
566,ERX556027,TARA_037,MES,ARAB,20.8457,63.5851,600,dddK,0.0
1691,ERX556027,TARA_037,MES,ARAB,20.8457,63.5851,600,dddL,0.0
791,ERX556027,TARA_037,MES,ARAB,20.8457,63.5851,600,dddP,4.82
1241,ERX556027,TARA_037,MES,ARAB,20.8457,63.5851,600,dddQ,0.0
1016,ERX556027,TARA_037,MES,ARAB,20.8457,63.5851,600,dddW,0.3
341,ERX556027,TARA_037,MES,ARAB,20.8457,63.5851,600,dmdA,10.32
116,ERX556027,TARA_037,MES,ARAB,20.8457,63.5851,600,recA_hits,11439.0
1467,ERX556028,TARA_142,SRF,CARB,25.5264,-88.39399999999999,5,dddD,2.54
567,ERX556028,TARA_142,SRF,CARB,25.5264,-88.39399999999999,5,dddK,0.0
1692,ERX556028,TARA_142,SRF,CARB,25.5264,-88.39399999999999,5,dddL,0.0
792,ERX556028,TARA_142,SRF,CARB,25.5264,-88.39399999999999,5,dddP,1.99
1242,ERX556028,TARA_142,SRF,CARB,25.5264,-88.39399999999999,5,dddQ,0.43
1017,ERX556028,TARA_142,SRF,CARB,25.5264,-88.39399999999999,5,dddW,0.0
342,ERX556028,TARA_142,SRF,CARB,25.5264,-88.39399999999999,5,dmdA,19.36
117,ERX556028,TARA_142,SRF,CARB,25.5264,-88.39399999999999,5,recA_hits,11147.0
1468,ERX556029,TARA_102,SRF,PEOD,-5.2529,-85.1545,5,dddD,0.37
568,ERX556029,TARA_102,SRF,PEOD,-5.2529,-85.1545,5,dddK,5.14
1693,ERX556029,TARA_102,SRF,PEOD,-5.2529,-85.1545,5,dddL,0.0
793,ERX556029,TARA_102,SRF,PEOD,-5.2529,-85.1545,5,dddP,2.28
1243,ERX556029,TARA_102,SRF,PEOD,-5.2529,-85.1545,5,dddQ,0.0
1018,ERX556029,TARA_102,SRF,PEOD,-5.2529,-85.1545,5,dddW,0.0
343,ERX556029,TARA_102,SRF,PEOD,-5.2529,-85.1545,5,dmdA,55.85
118,ERX556029,TARA_102,SRF,PEOD,-5.2529,-85.1545,5,recA_hits,1837.0
1469,ERX556030,TARA_082,SRF,FKLD,-47.1863,-58.2902,5,dddD,5.71
569,ERX556030,TARA_082,SRF,FKLD,-47.1863,-58.2902,5,dddK,25.46
1694,ERX556030,TARA_082,SRF,FKLD,-47.1863,-58.2902,5,dddL,0.0
794,ERX556030,TARA_082,SRF,FKLD,-47.1863,-58.2902,5,dddP,4.97
1244,ERX556030,TARA_082,SRF,FKLD,-47.1863,-58.2902,5,dddQ,0.0
1019,ERX556030,TARA_082,SRF,FKLD,-47.1863,-58.2902,5,dddW,0.0
344,ERX556030,TARA_082,SRF,FKLD,-47.1863,-58.2902,5,dmdA,17.87
119,ERX556030,TARA_082,SRF,FKLD,-47.1863,-58.2902,5,recA_hits,3044.0
1470,ERX556031,TARA_137,SRF,PNEC,14.2035,-116.6261,5,dddD,1.79
570,ERX556031,TARA_137,SRF,PNEC,14.2035,-116.6261,5,dddK,2.74
1695,ERX556031,TARA_137,SRF,PNEC,14.2035,-116.6261,5,dddL,0.0
795,ERX556031,TARA_137,SRF,PNEC,14.2035,-116.6261,5,dddP,1.73
1245,ERX556031,TARA_137,SRF,PNEC,14.2035,-116.6261,5,dddQ,0.3
1020,ERX556031,TARA_137,SRF,PNEC,14.2035,-116.6261,5,dddW,0.0
345,ERX556031,TARA_137,SRF,PNEC,14.2035,-116.6261,5,dmdA,24.24
120,ERX556031,TARA_137,SRF,PNEC,14.2035,-116.6261,5,recA_hits,15064.0
1471,ERX556032,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddD,0.72
571,ERX556032,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddK,1.32
1696,ERX556032,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddL,1.77
796,ERX556032,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddP,0.25
1246,ERX556032,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddQ,0.0
1021,ERX556032,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddW,0.0
346,ERX556032,TARA_025,DCM,MEDI,39.3991,19.3997,50,dmdA,12.21
121,ERX556032,TARA_025,DCM,MEDI,39.3991,19.3997,50,recA_hits,10666.0
1472,ERX556033,TARA_133,MES,NPST,35.2698,-127.7268,650,dddD,1.74
572,ERX556033,TARA_133,MES,NPST,35.2698,-127.7268,650,dddK,0.0
1697,ERX556033,TARA_133,MES,NPST,35.2698,-127.7268,650,dddL,0.0
797,ERX556033,TARA_133,MES,NPST,35.2698,-127.7268,650,dddP,5.63
1247,ERX556033,TARA_133,MES,NPST,35.2698,-127.7268,650,dddQ,0.0
1022,ERX556033,TARA_133,MES,NPST,35.2698,-127.7268,650,dddW,0.0
347,ERX556033,TARA_133,MES,NPST,35.2698,-127.7268,650,dmdA,15.93
122,ERX556033,TARA_133,MES,NPST,35.2698,-127.7268,650,recA_hits,9070.0
1473,ERX556034,TARA_038,DCM,MONS,19.0284,64.5126,25,dddD,0.57
573,ERX556034,TARA_038,DCM,MONS,19.0284,64.5126,25,dddK,0.63
1698,ERX556034,TARA_038,DCM,MONS,19.0284,64.5126,25,dddL,0.0
798,ERX556034,TARA_038,DCM,MONS,19.0284,64.5126,25,dddP,1.23
1248,ERX556034,TARA_038,DCM,MONS,19.0284,64.5126,25,dddQ,0.0
1023,ERX556034,TARA_038,DCM,MONS,19.0284,64.5126,25,dddW,0.0
348,ERX556034,TARA_038,DCM,MONS,19.0284,64.5126,25,dmdA,10.72
123,ERX556034,TARA_038,DCM,MONS,19.0284,64.5126,25,recA_hits,14496.0
1474,ERX556035,TARA_033,SRF,REDS,21.9467,38.2517,5,dddD,5.68
574,ERX556035,TARA_033,SRF,REDS,21.9467,38.2517,5,dddK,0.0
1699,ERX556035,TARA_033,SRF,REDS,21.9467,38.2517,5,dddL,0.0
799,ERX556035,TARA_033,SRF,REDS,21.9467,38.2517,5,dddP,5.82
1249,ERX556035,TARA_033,SRF,REDS,21.9467,38.2517,5,dddQ,0.77
1024,ERX556035,TARA_033,SRF,REDS,21.9467,38.2517,5,dddW,0.0
349,ERX556035,TARA_033,SRF,REDS,21.9467,38.2517,5,dmdA,25.17
124,ERX556035,TARA_033,SRF,REDS,21.9467,38.2517,5,recA_hits,5232.0
1475,ERX556037,TARA_150,SRF,NAST-W,35.9346,-37.3032,5,dddD,2.55
575,ERX556037,TARA_150,SRF,NAST-W,35.9346,-37.3032,5,dddK,6.11
1700,ERX556037,TARA_150,SRF,NAST-W,35.9346,-37.3032,5,dddL,0.0
800,ERX556037,TARA_150,SRF,NAST-W,35.9346,-37.3032,5,dddP,0.54
1250,ERX556037,TARA_150,SRF,NAST-W,35.9346,-37.3032,5,dddQ,0.0
1025,ERX556037,TARA_150,SRF,NAST-W,35.9346,-37.3032,5,dddW,0.0
350,ERX556037,TARA_150,SRF,NAST-W,35.9346,-37.3032,5,dmdA,13.94
125,ERX556037,TARA_150,SRF,NAST-W,35.9346,-37.3032,5,recA_hits,12762.0
1476,ERX556038,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddD,0.73
576,ERX556038,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddK,5.95
1701,ERX556038,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddL,0.0
801,ERX556038,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddP,0.0
1251,ERX556038,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddQ,0.0
1026,ERX556038,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddW,0.0
351,ERX556038,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dmdA,11.79
126,ERX556038,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,recA_hits,1588.0
1477,ERX556039,TARA_018,DCM,MEDI,35.7528,14.2765,60,dddD,1.96
577,ERX556039,TARA_018,DCM,MEDI,35.7528,14.2765,60,dddK,4.82
1702,ERX556039,TARA_018,DCM,MEDI,35.7528,14.2765,60,dddL,0.0
802,ERX556039,TARA_018,DCM,MEDI,35.7528,14.2765,60,dddP,0.0
1252,ERX556039,TARA_018,DCM,MEDI,35.7528,14.2765,60,dddQ,0.0
1027,ERX556039,TARA_018,DCM,MEDI,35.7528,14.2765,60,dddW,0.0
352,ERX556039,TARA_018,DCM,MEDI,35.7528,14.2765,60,dmdA,7.07
127,ERX556039,TARA_018,DCM,MEDI,35.7528,14.2765,60,recA_hits,3196.0
1478,ERX556040,TARA_151,DCM,NAST-E,36.1811,-28.9373,80,dddD,4.22
578,ERX556040,TARA_151,DCM,NAST-E,36.1811,-28.9373,80,dddK,8.96
1703,ERX556040,TARA_151,DCM,NAST-E,36.1811,-28.9373,80,dddL,0.23
803,ERX556040,TARA_151,DCM,NAST-E,36.1811,-28.9373,80,dddP,2.02
1253,ERX556040,TARA_151,DCM,NAST-E,36.1811,-28.9373,80,dddQ,0.0
1028,ERX556040,TARA_151,DCM,NAST-E,36.1811,-28.9373,80,dddW,0.0
353,ERX556040,TARA_151,DCM,NAST-E,36.1811,-28.9373,80,dmdA,22.97
128,ERX556040,TARA_151,DCM,NAST-E,36.1811,-28.9373,80,recA_hits,9010.0
1479,ERX556041,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddD,1.43
579,ERX556041,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddK,0.0
1704,ERX556041,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddL,0.0
804,ERX556041,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddP,0.0
1254,ERX556041,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddQ,0.0
1029,ERX556041,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dddW,0.0
354,ERX556041,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,dmdA,13.08
129,ERX556041,TARA_068,DCM,SATL,-31.026999999999997,4.6802,50,recA_hits,1372.0
1480,ERX556042,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddD,1.52
580,ERX556042,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddK,0.0
1705,ERX556042,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddL,0.0
805,ERX556042,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddP,2.04
1255,ERX556042,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddQ,0.0
1030,ERX556042,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddW,0.0
355,ERX556042,TARA_138,MES,PNEC,6.3559,-103.0598,450,dmdA,10.33
130,ERX556042,TARA_138,MES,PNEC,6.3559,-103.0598,450,recA_hits,2057.0
1481,ERX556043,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddD,3.85
581,ERX556043,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddK,0.0
1706,ERX556043,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddL,0.0
806,ERX556043,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddP,3.1
1256,ERX556043,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddQ,0.0
1031,ERX556043,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddW,0.0
356,ERX556043,TARA_109,MES,CHIL,2.0649,-84.5546,380,dmdA,12.85
131,ERX556043,TARA_109,MES,CHIL,2.0649,-84.5546,380,recA_hits,7663.0
1482,ERX556044,TARA_125,SRF,SPSG,-8.9111,-142.5571,5,dddD,3.06
582,ERX556044,TARA_125,SRF,SPSG,-8.9111,-142.5571,5,dddK,0.0
1707,ERX556044,TARA_125,SRF,SPSG,-8.9111,-142.5571,5,dddL,0.0
807,ERX556044,TARA_125,SRF,SPSG,-8.9111,-142.5571,5,dddP,0.0
1257,ERX556044,TARA_125,SRF,SPSG,-8.9111,-142.5571,5,dddQ,0.0
1032,ERX556044,TARA_125,SRF,SPSG,-8.9111,-142.5571,5,dddW,0.0
357,ERX556044,TARA_125,SRF,SPSG,-8.9111,-142.5571,5,dmdA,21.14
132,ERX556044,TARA_125,SRF,SPSG,-8.9111,-142.5571,5,recA_hits,2413.0
1483,ERX556045,TARA_093,DCM,CHIL,-33.9116,-73.0537,35,dddD,3.6
583,ERX556045,TARA_093,DCM,CHIL,-33.9116,-73.0537,35,dddK,34.25
1708,ERX556045,TARA_093,DCM,CHIL,-33.9116,-73.0537,35,dddL,0.0
808,ERX556045,TARA_093,DCM,CHIL,-33.9116,-73.0537,35,dddP,4.09
1258,ERX556045,TARA_093,DCM,CHIL,-33.9116,-73.0537,35,dddQ,1.62
1033,ERX556045,TARA_093,DCM,CHIL,-33.9116,-73.0537,35,dddW,0.0
358,ERX556045,TARA_093,DCM,CHIL,-33.9116,-73.0537,35,dmdA,26.3
133,ERX556045,TARA_093,DCM,CHIL,-33.9116,-73.0537,35,recA_hits,11178.0
1484,ERX556046,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddD,1.87
584,ERX556046,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddK,10.19
1709,ERX556046,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddL,0.0
809,ERX556046,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddP,0.75
1259,ERX556046,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddQ,0.0
1034,ERX556046,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddW,0.0
359,ERX556046,TARA_066,DCM,BENG,-34.8901,18.0459,30,dmdA,16.22
134,ERX556046,TARA_066,DCM,BENG,-34.8901,18.0459,30,recA_hits,1166.0
1485,ERX556047,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddD,2.18
585,ERX556047,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddK,0.0
1710,ERX556047,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddL,0.0
810,ERX556047,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddP,7.78
1260,ERX556047,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddQ,0.0
1035,ERX556047,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddW,0.0
360,ERX556047,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dmdA,1.77
135,ERX556047,TARA_122,MES,SPSG,-8.9729,-139.2393,600,recA_hits,1373.0
1486,ERX556048,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddD,0.64
586,ERX556048,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddK,12.54
1711,ERX556048,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddL,0.0
811,ERX556048,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddP,1.98
1261,ERX556048,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddQ,0.0
1036,ERX556048,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddW,0.0
361,ERX556048,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dmdA,17.26
136,ERX556048,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,recA_hits,1399.0
1487,ERX556049,TARA_098,SRF,SPSG,-25.8051,-111.7202,5,dddD,0.95
587,ERX556049,TARA_098,SRF,SPSG,-25.8051,-111.7202,5,dddK,0.89
1712,ERX556049,TARA_098,SRF,SPSG,-25.8051,-111.7202,5,dddL,0.0
812,ERX556049,TARA_098,SRF,SPSG,-25.8051,-111.7202,5,dddP,2.24
1262,ERX556049,TARA_098,SRF,SPSG,-25.8051,-111.7202,5,dddQ,0.0
1037,ERX556049,TARA_098,SRF,SPSG,-25.8051,-111.7202,5,dddW,0.0
362,ERX556049,TARA_098,SRF,SPSG,-25.8051,-111.7202,5,dmdA,48.27
137,ERX556049,TARA_098,SRF,SPSG,-25.8051,-111.7202,5,recA_hits,2433.0
1488,ERX556050,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddD,1.84
588,ERX556050,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddK,0.0
1713,ERX556050,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddL,0.0
813,ERX556050,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddP,11.16
1263,ERX556050,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddQ,0.0
1038,ERX556050,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddW,0.0
363,ERX556050,TARA_102,MES,PEOD,-5.261,-85.1678,480,dmdA,11.49
138,ERX556050,TARA_102,MES,PEOD,-5.261,-85.1678,480,recA_hits,1021.0
1489,ERX556051,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddD,4.79
589,ERX556051,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddK,0.0
1714,ERX556051,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddL,0.0
814,ERX556051,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddP,4.24
1264,ERX556051,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddQ,0.0
1039,ERX556051,TARA_102,MES,PEOD,-5.261,-85.1678,480,dddW,0.0
364,ERX556051,TARA_102,MES,PEOD,-5.261,-85.1678,480,dmdA,5.94
139,ERX556051,TARA_102,MES,PEOD,-5.261,-85.1678,480,recA_hits,1977.0
1490,ERX556052,TARA_042,SRF,MONS,6.0001,73.8955,5,dddD,1.05
590,ERX556052,TARA_042,SRF,MONS,6.0001,73.8955,5,dddK,0.0
1715,ERX556052,TARA_042,SRF,MONS,6.0001,73.8955,5,dddL,0.0
815,ERX556052,TARA_042,SRF,MONS,6.0001,73.8955,5,dddP,4.29
1265,ERX556052,TARA_042,SRF,MONS,6.0001,73.8955,5,dddQ,0.74
1040,ERX556052,TARA_042,SRF,MONS,6.0001,73.8955,5,dddW,0.0
365,ERX556052,TARA_042,SRF,MONS,6.0001,73.8955,5,dmdA,47.32
140,ERX556052,TARA_042,SRF,MONS,6.0001,73.8955,5,recA_hits,8056.0
1491,ERX556053,TARA_146,MES,NAST-W,34.6663,-71.2907,640,dddD,1.38
591,ERX556053,TARA_146,MES,NAST-W,34.6663,-71.2907,640,dddK,0.0
1716,ERX556053,TARA_146,MES,NAST-W,34.6663,-71.2907,640,dddL,0.0
816,ERX556053,TARA_146,MES,NAST-W,34.6663,-71.2907,640,dddP,6.92
1266,ERX556053,TARA_146,MES,NAST-W,34.6663,-71.2907,640,dddQ,0.0
1041,ERX556053,TARA_146,MES,NAST-W,34.6663,-71.2907,640,dddW,0.0
366,ERX556053,TARA_146,MES,NAST-W,34.6663,-71.2907,640,dmdA,22.01
141,ERX556053,TARA_146,MES,NAST-W,34.6663,-71.2907,640,recA_hits,4040.0
1492,ERX556054,TARA_152,SRF,NAST-E,43.6792,-16.8344,5,dddD,2.78
592,ERX556054,TARA_152,SRF,NAST-E,43.6792,-16.8344,5,dddK,3.44
1717,ERX556054,TARA_152,SRF,NAST-E,43.6792,-16.8344,5,dddL,0.0
817,ERX556054,TARA_152,SRF,NAST-E,43.6792,-16.8344,5,dddP,2.64
1267,ERX556054,TARA_152,SRF,NAST-E,43.6792,-16.8344,5,dddQ,0.0
1042,ERX556054,TARA_152,SRF,NAST-E,43.6792,-16.8344,5,dddW,0.0
367,ERX556054,TARA_152,SRF,NAST-E,43.6792,-16.8344,5,dmdA,19.95
142,ERX556054,TARA_152,SRF,NAST-E,43.6792,-16.8344,5,recA_hits,10452.0
1493,ERX556055,TARA_032,DCM,REDS,23.4183,37.245,80,dddD,0.0
593,ERX556055,TARA_032,DCM,REDS,23.4183,37.245,80,dddK,0.0
1718,ERX556055,TARA_032,DCM,REDS,23.4183,37.245,80,dddL,1.61
818,ERX556055,TARA_032,DCM,REDS,23.4183,37.245,80,dddP,0.69
1268,ERX556055,TARA_032,DCM,REDS,23.4183,37.245,80,dddQ,0.0
1043,ERX556055,TARA_032,DCM,REDS,23.4183,37.245,80,dddW,0.0
368,ERX556055,TARA_032,DCM,REDS,23.4183,37.245,80,dmdA,14.9
143,ERX556055,TARA_032,DCM,REDS,23.4183,37.245,80,recA_hits,1152.0
1494,ERX556056,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddD,1.0
594,ERX556056,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddK,0.0
1719,ERX556056,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddL,0.0
819,ERX556056,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddP,4.27
1269,ERX556056,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddQ,0.0
1044,ERX556056,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddW,0.0
369,ERX556056,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dmdA,58.79
144,ERX556056,TARA_048,SRF,ISSG,-9.3921,66.4228,5,recA_hits,11671.0
1495,ERX556057,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddD,2.27
595,ERX556057,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddK,0.0
1720,ERX556057,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddL,0.0
820,ERX556057,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddP,2.76
1270,ERX556057,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddQ,2.36
1045,ERX556057,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddW,0.0
370,ERX556057,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dmdA,35.6
145,ERX556057,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,recA_hits,2610.0
1496,ERX556058,TARA_084,SRF,ANTA,-60.2287,-60.6476,5,dddD,6.79
596,ERX556058,TARA_084,SRF,ANTA,-60.2287,-60.6476,5,dddK,32.14
1721,ERX556058,TARA_084,SRF,ANTA,-60.2287,-60.6476,5,dddL,0.0
821,ERX556058,TARA_084,SRF,ANTA,-60.2287,-60.6476,5,dddP,2.74
1271,ERX556058,TARA_084,SRF,ANTA,-60.2287,-60.6476,5,dddQ,0.0
1046,ERX556058,TARA_084,SRF,ANTA,-60.2287,-60.6476,5,dddW,0.0
371,ERX556058,TARA_084,SRF,ANTA,-60.2287,-60.6476,5,dmdA,10.34
146,ERX556058,TARA_084,SRF,ANTA,-60.2287,-60.6476,5,recA_hits,11600.0
1497,ERX556059,TARA_146,SRF,NAST-W,34.6712,-71.3093,5,dddD,2.58
597,ERX556059,TARA_146,SRF,NAST-W,34.6712,-71.3093,5,dddK,1.53
1722,ERX556059,TARA_146,SRF,NAST-W,34.6712,-71.3093,5,dddL,0.0
822,ERX556059,TARA_146,SRF,NAST-W,34.6712,-71.3093,5,dddP,0.86
1272,ERX556059,TARA_146,SRF,NAST-W,34.6712,-71.3093,5,dddQ,0.0
1047,ERX556059,TARA_146,SRF,NAST-W,34.6712,-71.3093,5,dddW,0.0
372,ERX556059,TARA_146,SRF,NAST-W,34.6712,-71.3093,5,dmdA,21.58
147,ERX556059,TARA_146,SRF,NAST-W,34.6712,-71.3093,5,recA_hits,9147.0
1498,ERX556060,TARA_111,DCM,SPSG,-16.9587,-100.6751,90,dddD,2.66
598,ERX556060,TARA_111,DCM,SPSG,-16.9587,-100.6751,90,dddK,1.49
1723,ERX556060,TARA_111,DCM,SPSG,-16.9587,-100.6751,90,dddL,0.0
823,ERX556060,TARA_111,DCM,SPSG,-16.9587,-100.6751,90,dddP,0.19
1273,ERX556060,TARA_111,DCM,SPSG,-16.9587,-100.6751,90,dddQ,0.0
1048,ERX556060,TARA_111,DCM,SPSG,-16.9587,-100.6751,90,dddW,0.0
373,ERX556060,TARA_111,DCM,SPSG,-16.9587,-100.6751,90,dmdA,20.35
148,ERX556060,TARA_111,DCM,SPSG,-16.9587,-100.6751,90,recA_hits,12178.0
1499,ERX556061,TARA_038,DCM,MONS,19.0284,64.5126,25,dddD,1.04
599,ERX556061,TARA_038,DCM,MONS,19.0284,64.5126,25,dddK,0.0
1724,ERX556061,TARA_038,DCM,MONS,19.0284,64.5126,25,dddL,0.0
824,ERX556061,TARA_038,DCM,MONS,19.0284,64.5126,25,dddP,0.0
1274,ERX556061,TARA_038,DCM,MONS,19.0284,64.5126,25,dddQ,0.0
1049,ERX556061,TARA_038,DCM,MONS,19.0284,64.5126,25,dddW,0.0
374,ERX556061,TARA_038,DCM,MONS,19.0284,64.5126,25,dmdA,2.51
149,ERX556061,TARA_038,DCM,MONS,19.0284,64.5126,25,recA_hits,3201.0
1500,ERX556062,TARA_141,SRF,GUIA,9.8481,-80.0454,5,dddD,2.77
600,ERX556062,TARA_141,SRF,GUIA,9.8481,-80.0454,5,dddK,1.18
1725,ERX556062,TARA_141,SRF,GUIA,9.8481,-80.0454,5,dddL,0.0
825,ERX556062,TARA_141,SRF,GUIA,9.8481,-80.0454,5,dddP,5.29
1275,ERX556062,TARA_141,SRF,GUIA,9.8481,-80.0454,5,dddQ,0.0
1050,ERX556062,TARA_141,SRF,GUIA,9.8481,-80.0454,5,dddW,0.0
375,ERX556062,TARA_141,SRF,GUIA,9.8481,-80.0454,5,dmdA,24.36
150,ERX556062,TARA_141,SRF,GUIA,9.8481,-80.0454,5,recA_hits,12082.0
1501,ERX556063,TARA_052,DCM,ISSG,-16.9534,53.9601,75,dddD,1.04
601,ERX556063,TARA_052,DCM,ISSG,-16.9534,53.9601,75,dddK,0.69
1726,ERX556063,TARA_052,DCM,ISSG,-16.9534,53.9601,75,dddL,0.0
826,ERX556063,TARA_052,DCM,ISSG,-16.9534,53.9601,75,dddP,0.36
1276,ERX556063,TARA_052,DCM,ISSG,-16.9534,53.9601,75,dddQ,0.0
1051,ERX556063,TARA_052,DCM,ISSG,-16.9534,53.9601,75,dddW,0.0
376,ERX556063,TARA_052,DCM,ISSG,-16.9534,53.9601,75,dmdA,18.57
151,ERX556063,TARA_052,DCM,ISSG,-16.9534,53.9601,75,recA_hits,12114.0
1502,ERX556064,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddD,17.65
602,ERX556064,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddK,19.37
1727,ERX556064,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddL,0.0
827,ERX556064,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddP,0.0
1277,ERX556064,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddQ,0.0
1052,ERX556064,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddW,0.0
377,ERX556064,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dmdA,9.87
152,ERX556064,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,recA_hits,1101.0
1503,ERX556065,TARA_098,DCM,SPSG,-25.826,-111.7294,188,dddD,1.69
603,ERX556065,TARA_098,DCM,SPSG,-25.826,-111.7294,188,dddK,0.0
1728,ERX556065,TARA_098,DCM,SPSG,-25.826,-111.7294,188,dddL,0.0
828,ERX556065,TARA_098,DCM,SPSG,-25.826,-111.7294,188,dddP,0.0
1278,ERX556065,TARA_098,DCM,SPSG,-25.826,-111.7294,188,dddQ,0.0
1053,ERX556065,TARA_098,DCM,SPSG,-25.826,-111.7294,188,dddW,0.0
378,ERX556065,TARA_098,DCM,SPSG,-25.826,-111.7294,188,dmdA,11.85
153,ERX556065,TARA_098,DCM,SPSG,-25.826,-111.7294,188,recA_hits,4510.0
1504,ERX556066,TARA_032,SRF,REDS,23.36,37.2183,5,dddD,0.0
604,ERX556066,TARA_032,SRF,REDS,23.36,37.2183,5,dddK,0.0
