Station,Depth,Filter,MGT,Transcripts,Gene
9,SRF,0.8 to 5,66,0,alma1
9,SRF,0.8 to 5,44,0,alma1
9,SRF,0.8 to 5,36,1.01E-06,alma1
137,SRF,20 to 180,46,4.12E-07,alma1
137,SRF,20 to 180,44,0,alma1
111,SRF,180 to 2000,44,0,alma1
111,SRF,180 to 2000,2493,4.91E-08,alma1
137,DCM,5 to 20,332,0,alma1
137,DCM,5 to 20,58,2.39E-08,alma1
137,DCM,5 to 20,46,1.71E-07,alma1
137,DCM,5 to 20,12,4.16E-08,alma1
137,DCM,5 to 20,44,0,alma1
102,SRF,20 to 180,44,0,alma1
102,SRF,20 to 180,332,0,alma1
67,SRF,0.8 to 5,747,0,alma1
67,SRF,0.8 to 5,58,0,alma1
67,SRF,0.8 to 5,36,2.59E-07,alma1
109,DCM,20 to 180,58,0,alma1
109,DCM,20 to 180,38,0,alma1
109,DCM,20 to 180,166,0,alma1
109,DCM,20 to 180,1580,3.13E-08,alma1
109,DCM,20 to 180,179,0,alma1
109,DCM,20 to 180,332,0,alma1
109,DCM,20 to 180,2493,3.45E-08,alma1
109,DCM,20 to 180,44,0,alma1
68,DCM,180 to 2000,332,0,alma1
68,DCM,180 to 2000,2493,4.23E-08,alma1
68,DCM,180 to 2000,44,0,alma1
82,SRF,20 to 180,4,3.01E-07,alma1
82,SRF,20 to 180,67,9.86E-07,alma1
82,SRF,20 to 180,30,0,alma1
82,SRF,20 to 180,112,2.35E-07,alma1
82,SRF,20 to 180,74,0,alma1
82,SRF,20 to 180,13,1.02E-06,alma1
100,SRF,20 to 180,332,0,alma1
100,SRF,20 to 180,46,1.05E-07,alma1
100,SRF,20 to 180,44,0,alma1
81,SRF,0.8 to 5,2743,0,alma1
81,SRF,0.8 to 5,179,0,alma1
81,SRF,0.8 to 5,1580,5.01E-08,alma1
81,SRF,0.8 to 5,66,0,alma1
81,SRF,0.8 to 5,24,0,alma1
81,SRF,0.8 to 5,13,1.81E-07,alma1
81,SRF,0.8 to 5,44,0,alma1
81,SRF,0.8 to 5,67,8.94E-08,alma1
81,SRF,0.8 to 5,58,6.46E-08,alma1
81,SRF,0.8 to 5,4,1.42E-07,alma1
81,SRF,0.8 to 5,85,1.38E-07,alma1
81,SRF,0.8 to 5,166,0,alma1
81,SRF,0.8 to 5,36,1.06E-07,alma1
81,SRF,0.8 to 5,74,0,alma1
81,SRF,0.8 to 5,225,0,alma1
41,DCM,0.8 to 5,44,0,alma1
41,DCM,0.8 to 5,178,4.93E-07,alma1
41,DCM,0.8 to 5,13,7.61E-08,alma1
41,DCM,0.8 to 5,66,0,alma1
41,DCM,0.8 to 5,179,0,alma1
41,DCM,0.8 to 5,188,0,alma1
41,DCM,0.8 to 5,166,0,alma1
41,DCM,0.8 to 5,67,7.61E-08,alma1
41,DCM,0.8 to 5,58,1.22E-07,alma1
137,SRF,5 to 20,44,0,alma1
137,SRF,5 to 20,46,2.60E-07,alma1
137,SRF,5 to 20,58,2.95E-08,alma1
125,SRF,180 to 2000,58,4.11E-08,alma1
125,SRF,180 to 2000,44,0,alma1
138,SRF,180 to 2000,2493,6.36E-08,alma1
138,SRF,180 to 2000,58,0,alma1
9,SRF,180 to 2000,46,1.08E-07,alma1
81,DCM,5 to 20,67,2.10E-08,alma1
81,DCM,5 to 20,1580,3.01E-07,alma1
81,DCM,5 to 20,13,2.10E-08,alma1
150,SRF,20 to 180,46,7.47E-08,alma1
150,SRF,20 to 180,12,1.04E-07,alma1
150,SRF,20 to 180,2493,5.05E-08,alma1
93,SRF,0.8 to 5,188,0,alma1
93,SRF,0.8 to 5,166,0,alma1
93,SRF,0.8 to 5,36,2.49E-07,alma1
93,SRF,0.8 to 5,58,2.91E-07,alma1
93,SRF,0.8 to 5,24,0,alma1
93,SRF,0.8 to 5,44,0,alma1
93,SRF,0.8 to 5,332,0,alma1
93,SRF,0.8 to 5,179,0,alma1
93,SRF,0.8 to 5,66,0,alma1
67,SRF,5 to 20,58,0,alma1
67,SRF,5 to 20,36,5.70E-08,alma1
67,SRF,5 to 20,44,0,alma1
4,SRF,180 to 2000,46,1.72E-07,alma1
131,SRF,0.8 to 5,66,0,alma1
20,SRF,5 to 20,12,8.91E-08,alma1
20,SRF,5 to 20,1580,9.34E-08,alma1
76,DCM,20 to 180,46,7.30E-08,alma1
76,DCM,20 to 180,12,2.70E-08,alma1
100,DCM,5 to 20,12,1.34E-06,alma1
100,DCM,5 to 20,44,0,alma1
80,SRF,20 to 180,29,0,alma1
80,SRF,20 to 180,59,0,alma1
143,SRF,20 to 180,2493,6.02E-08,alma1
143,SRF,20 to 180,12,7.31E-08,alma1
143,SRF,20 to 180,46,1.40E-07,alma1
143,SRF,20 to 180,38,0,alma1
132,SRF,0.8 to 5,29,0,alma1
132,SRF,0.8 to 5,36,2.94E-08,alma1
132,SRF,0.8 to 5,46,6.62E-08,alma1
132,SRF,0.8 to 5,66,0,alma1
52,SRF,5 to 20,332,0,alma1
52,SRF,5 to 20,44,0,alma1
72,DCM,20 to 180,46,6.56E-08,alma1
72,DCM,20 to 180,38,0,alma1
98,DCM,0.8 to 5,36,1.12E-07,alma1
98,DCM,0.8 to 5,178,8.39E-08,alma1
98,DCM,0.8 to 5,44,0,alma1
98,DCM,0.8 to 5,179,0,alma1
98,DCM,0.8 to 5,332,0,alma1
98,DCM,0.8 to 5,66,0,alma1
98,DCM,0.8 to 5,58,1.61E-07,alma1
51,DCM,180 to 2000,38,0,alma1
22,DCM,5 to 20,12,8.37E-08,alma1
22,DCM,5 to 20,35,3.25E-07,alma1
148,SRF,5 to 20,1580,2.10E-07,alma1
148,SRF,5 to 20,2493,9.92E-07,alma1
148,SRF,5 to 20,12,6.90E-08,alma1
22,SRF,0.8 to 5,12,2.50E-08,alma1
22,SRF,0.8 to 5,36,1.80E-07,alma1
22,SRF,0.8 to 5,58,2.64E-08,alma1
22,SRF,0.8 to 5,66,0,alma1
22,SRF,0.8 to 5,4,0,alma1
22,SRF,0.8 to 5,2743,0,alma1
144,SRF,5 to 20,12,5.26E-08,alma1
144,SRF,5 to 20,2493,5.58E-08,alma1
46,SRF,20 to 180,166,0,alma1
46,SRF,20 to 180,44,0,alma1
152,SRF,180 to 2000,2493,3.16E-08,alma1
144,SRF,0.8 to 5,36,3.39E-07,alma1
144,SRF,0.8 to 5,44,0,alma1
144,SRF,0.8 to 5,178,1.69E-07,alma1
144,SRF,0.8 to 5,225,0,alma1
46,SRF,0.8 to 5,44,0,alma1
46,SRF,0.8 to 5,178,3.71E-08,alma1
46,SRF,0.8 to 5,66,0,alma1
46,SRF,0.8 to 5,76,0,alma1
46,SRF,0.8 to 5,2743,0,alma1
46,SRF,0.8 to 5,179,0,alma1
46,SRF,0.8 to 5,225,0,alma1
46,SRF,0.8 to 5,166,0,alma1
46,SRF,0.8 to 5,36,2.70E-08,alma1
46,SRF,0.8 to 5,58,8.58E-08,alma1
46,SRF,0.8 to 5,4,0,alma1
84,SRF,20 to 180,112,1.23E-07,alma1
84,SRF,20 to 180,67,3.03E-07,alma1
84,SRF,20 to 180,30,6.72E-07,alma1
84,SRF,20 to 180,4,1.90E-07,alma1
84,SRF,20 to 180,85,4.60E-08,alma1
84,SRF,20 to 180,13,1.52E-07,alma1
84,SRF,20 to 180,74,5.65E-08,alma1
135,SRF,0.8 to 5,188,0,alma1
135,SRF,0.8 to 5,36,2.81E-07,alma1
135,SRF,0.8 to 5,166,0,alma1
135,SRF,0.8 to 5,67,2.45E-08,alma1
135,SRF,0.8 to 5,58,4.02E-07,alma1
135,SRF,0.8 to 5,38,0,alma1
135,SRF,0.8 to 5,44,0,alma1
135,SRF,0.8 to 5,178,3.35E-08,alma1
135,SRF,0.8 to 5,24,0,alma1
135,SRF,0.8 to 5,13,2.45E-08,alma1
135,SRF,0.8 to 5,66,0,alma1
135,SRF,0.8 to 5,2743,0,alma1
135,SRF,0.8 to 5,179,0,alma1
22,SRF,5 to 20,35,3.41E-07,alma1
22,SRF,5 to 20,12,1.56E-07,alma1
18,SRF,20 to 180,12,1.15E-07,alma1
149,SRF,5 to 20,1255,0,alma1
149,SRF,5 to 20,58,0,alma1
149,SRF,5 to 20,1580,1.41E-07,alma1
149,SRF,5 to 20,2493,4.37E-08,alma1
36,SRF,180 to 2000,179,0,alma1
36,SRF,180 to 2000,44,0,alma1
36,SRF,180 to 2000,166,0,alma1
135,SRF,5 to 20,188,0,alma1
135,SRF,5 to 20,166,0,alma1
135,SRF,5 to 20,36,2.15E-08,alma1
135,SRF,5 to 20,58,6.19E-08,alma1
135,SRF,5 to 20,1255,0,alma1
135,SRF,5 to 20,38,0,alma1
135,SRF,5 to 20,44,0,alma1
135,SRF,5 to 20,59,0,alma1
135,SRF,5 to 20,1580,4.01E-08,alma1
135,SRF,5 to 20,66,0,alma1
135,SRF,5 to 20,179,0,alma1
150,DCM,180 to 2000,2493,2.97E-08,alma1
142,SRF,180 to 2000,2493,4.35E-08,alma1
111,DCM,180 to 2000,2493,4.12E-08,alma1
111,DCM,180 to 2000,44,0,alma1
92,SRF,20 to 180,58,0,alma1
92,SRF,180 to 2000,58,0,alma1
92,SRF,180 to 2000,44,0,alma1
131,DCM,0.8 to 5,58,3.68E-08,alma1
131,DCM,0.8 to 5,4,0,alma1
131,DCM,0.8 to 5,225,0,alma1
131,DCM,0.8 to 5,166,0,alma1
131,DCM,0.8 to 5,36,7.46E-08,alma1
131,DCM,0.8 to 5,66,0,alma1
131,DCM,0.8 to 5,2743,0,alma1
131,DCM,0.8 to 5,44,0,alma1
131,DCM,0.8 to 5,178,3.14E-08,alma1
135,SRF,180 to 2000,38,0,alma1
65,SRF,20 to 180,46,1.24E-07,alma1
65,SRF,20 to 180,12,1.90E-07,alma1
80,SRF,180 to 2000,29,0,alma1
80,SRF,180 to 2000,38,0,alma1
64,SRF,0.8 to 5,225,0,alma1
64,SRF,0.8 to 5,4,4.43E-08,alma1
64,SRF,0.8 to 5,66,0,alma1
64,SRF,0.8 to 5,58,5.62E-08,alma1
137,DCM,180 to 2000,332,0,alma1
137,DCM,180 to 2000,44,0,alma1
110,DCM,0.8 to 5,166,0,alma1
110,DCM,0.8 to 5,188,0,alma1
110,DCM,0.8 to 5,58,0,alma1
110,DCM,0.8 to 5,46,3.04E-07,alma1
110,DCM,0.8 to 5,44,0,alma1
110,DCM,0.8 to 5,179,0,alma1
110,DCM,0.8 to 5,332,0,alma1
110,DCM,0.8 to 5,66,0,alma1
64,DCM,5 to 20,44,0,alma1
64,DCM,5 to 20,36,1.19E-07,alma1
64,DCM,5 to 20,58,0,alma1
18,DCM,0.8 to 5,36,1.69E-07,alma1
18,DCM,0.8 to 5,178,5.54E-08,alma1
18,DCM,0.8 to 5,66,0,alma1
150,DCM,5 to 20,2493,2.38E-07,alma1
150,DCM,5 to 20,1580,9.04E-08,alma1
150,DCM,5 to 20,1255,0,alma1
81,DCM,20 to 180,58,2.22E-08,alma1
81,DCM,20 to 180,67,0,alma1
81,DCM,20 to 180,4,0,alma1
81,DCM,20 to 180,13,0,alma1
147,SRF,0.8 to 5,178,7.27E-08,alma1
147,SRF,0.8 to 5,225,0,alma1
147,SRF,0.8 to 5,36,4.28E-08,alma1
147,SRF,0.8 to 5,76,0,alma1
147,SRF,0.8 to 5,66,0,alma1
147,SRF,0.8 to 5,58,1.14E-07,alma1
147,SRF,0.8 to 5,2743,0,alma1
142,SRF,0.8 to 5,36,1.14E-07,alma1
142,SRF,0.8 to 5,178,5.42E-08,alma1
142,SRF,0.8 to 5,225,0,alma1
142,SRF,0.8 to 5,2743,0,alma1
142,SRF,0.8 to 5,66,0,alma1
142,SRF,0.8 to 5,58,1.21E-07,alma1
151,SRF,0.8 to 5,66,0,alma1
151,SRF,0.8 to 5,2743,0,alma1
151,SRF,0.8 to 5,178,3.12E-08,alma1
151,SRF,0.8 to 5,2493,6.37E-08,alma1
151,SRF,0.8 to 5,12,3.09E-08,alma1
151,SRF,0.8 to 5,58,1.40E-07,alma1
151,SRF,0.8 to 5,29,0,alma1
151,SRF,0.8 to 5,225,0,alma1
151,SRF,0.8 to 5,36,5.16E-07,alma1
150,SRF,0.8 to 5,66,0,alma1
150,SRF,0.8 to 5,2743,0,alma1
150,SRF,0.8 to 5,179,0,alma1
150,SRF,0.8 to 5,44,0,alma1
150,SRF,0.8 to 5,67,0,alma1
150,SRF,0.8 to 5,58,1.59E-07,alma1
150,SRF,0.8 to 5,225,0,alma1
150,SRF,0.8 to 5,166,0,alma1
150,SRF,0.8 to 5,36,1.31E-07,alma1
51,DCM,0.8 to 5,225,0,alma1
51,DCM,0.8 to 5,166,0,alma1
51,DCM,0.8 to 5,36,3.24E-07,alma1
51,DCM,0.8 to 5,188,0,alma1
51,DCM,0.8 to 5,67,7.44E-08,alma1
51,DCM,0.8 to 5,58,2.12E-07,alma1
51,DCM,0.8 to 5,178,1.14E-06,alma1
51,DCM,0.8 to 5,44,0,alma1
51,DCM,0.8 to 5,13,7.44E-08,alma1
51,DCM,0.8 to 5,66,0,alma1
51,DCM,0.8 to 5,179,0,alma1
51,DCM,0.8 to 5,332,0,alma1
135,DCM,0.8 to 5,188,0,alma1
135,DCM,0.8 to 5,166,0,alma1
135,DCM,0.8 to 5,36,2.64E-07,alma1
135,DCM,0.8 to 5,58,3.31E-07,alma1
135,DCM,0.8 to 5,44,0,alma1
135,DCM,0.8 to 5,24,0,alma1
135,DCM,0.8 to 5,66,0,alma1
135,DCM,0.8 to 5,332,0,alma1
135,DCM,0.8 to 5,179,0,alma1
70,SRF,20 to 180,46,4.49E-08,alma1
70,SRF,20 to 180,58,0,alma1
70,SRF,20 to 180,2493,2.79E-08,alma1
70,SRF,20 to 180,44,0,alma1
70,SRF,20 to 180,12,1.05E-07,alma1
52,SRF,180 to 2000,2493,7.95E-08,alma1
52,SRF,180 to 2000,44,0,alma1
52,SRF,180 to 2000,13,3.60E-08,alma1
52,SRF,180 to 2000,4,0,alma1
52,SRF,180 to 2000,38,0,alma1
52,SRF,180 to 2000,112,2.50E-08,alma1
102,SRF,180 to 2000,332,0,alma1
102,SRF,180 to 2000,44,0,alma1
100,DCM,180 to 2000,2493,4.30E-08,alma1
100,DCM,180 to 2000,44,0,alma1
100,DCM,180 to 2000,332,0,alma1
100,DCM,20 to 180,332,0,alma1
100,DCM,20 to 180,44,0,alma1
100,DCM,20 to 180,12,1.22E-07,alma1
146,SRF,5 to 20,1255,0,alma1
146,SRF,5 to 20,1580,1.13E-07,alma1
146,SRF,5 to 20,2493,1.36E-07,alma1
72,SRF,20 to 180,46,1.30E-07,alma1
123,SRF,0.8 to 5,13,2.36E-08,alma1
123,SRF,0.8 to 5,44,0,alma1
123,SRF,0.8 to 5,2743,0,alma1
123,SRF,0.8 to 5,76,0,alma1
123,SRF,0.8 to 5,66,0,alma1
123,SRF,0.8 to 5,36,0,alma1
123,SRF,0.8 to 5,225,0,alma1
123,SRF,0.8 to 5,58,1.71E-07,alma1
23,SRF,20 to 180,12,3.67E-08,alma1
23,SRF,20 to 180,13,2.42E-08,alma1
23,SRF,20 to 180,35,3.98E-08,alma1
23,SRF,20 to 180,38,0,alma1
128,DCM,20 to 180,46,2.12E-07,alma1
128,DCM,20 to 180,332,0,alma1
128,DCM,20 to 180,179,0,alma1
128,DCM,20 to 180,44,0,alma1
128,DCM,20 to 180,166,0,alma1
102,DCM,20 to 180,332,0,alma1
102,DCM,20 to 180,44,0,alma1
76,DCM,5 to 20,44,0,alma1
102,DCM,180 to 2000,44,0,alma1
102,DCM,180 to 2000,332,0,alma1
102,DCM,180 to 2000,58,5.18E-08,alma1
41,DCM,20 to 180,188,0,alma1
41,DCM,20 to 180,166,0,alma1
41,DCM,20 to 180,46,1.74E-07,alma1
82,SRF,180 to 2000,74,5.20E-08,alma1
82,SRF,180 to 2000,85,1.20E-07,alma1
82,SRF,180 to 2000,13,1.43E-06,alma1
82,SRF,180 to 2000,67,1.38E-06,alma1
82,SRF,180 to 2000,30,0,alma1
82,SRF,180 to 2000,4,3.70E-07,alma1
82,SRF,180 to 2000,112,2.75E-07,alma1
46,SRF,180 to 2000,166,0,alma1
125,SRF,0.8 to 5,36,6.32E-08,alma1
125,SRF,0.8 to 5,44,0,alma1
125,SRF,0.8 to 5,2743,0,alma1
125,SRF,0.8 to 5,58,4.90E-07,alma1
125,SRF,0.8 to 5,66,0,alma1
137,SRF,0.8 to 5,58,1.63E-07,alma1
137,SRF,0.8 to 5,4,0,alma1
137,SRF,0.8 to 5,225,0,alma1
137,SRF,0.8 to 5,36,2.27E-08,alma1
137,SRF,0.8 to 5,166,0,alma1
137,SRF,0.8 to 5,66,0,alma1
137,SRF,0.8 to 5,332,0,alma1
137,SRF,0.8 to 5,2743,0,alma1
137,SRF,0.8 to 5,179,0,alma1
137,SRF,0.8 to 5,44,0,alma1
122,SRF,0.8 to 5,44,0,alma1
122,SRF,0.8 to 5,58,9.90E-08,alma1
122,SRF,0.8 to 5,66,0,alma1
122,SRF,0.8 to 5,332,0,alma1
124,SRF,5 to 20,332,0,alma1
124,SRF,5 to 20,44,0,alma1
139,SRF,180 to 2000,44,0,alma1
41,DCM,5 to 20,178,2.74E-07,alma1
41,DCM,5 to 20,44,0,alma1
41,DCM,5 to 20,166,0,alma1
41,DCM,5 to 20,66,0,alma1
41,DCM,5 to 20,179,0,alma1
36,DCM,0.8 to 5,58,1.62E-07,alma1
36,DCM,0.8 to 5,188,0,alma1
36,DCM,0.8 to 5,166,0,alma1
36,DCM,0.8 to 5,36,8.50E-08,alma1
36,DCM,0.8 to 5,179,0,alma1
36,DCM,0.8 to 5,66,0,alma1
36,DCM,0.8 to 5,76,0,alma1
36,DCM,0.8 to 5,44,0,alma1
36,DCM,0.8 to 5,178,1.16E-07,alma1
81,DCM,180 to 2000,112,4.57E-08,alma1
81,DCM,180 to 2000,4,4.57E-08,alma1
81,DCM,180 to 2000,67,2.40E-08,alma1
81,DCM,180 to 2000,58,0,alma1
81,DCM,180 to 2000,13,0,alma1
146,SRF,20 to 180,2493,1.62E-07,alma1
146,SRF,20 to 180,12,3.13E-08,alma1
146,SRF,20 to 180,38,0,alma1
41,SRF,20 to 180,46,9.05E-08,alma1
124,SRF,20 to 180,44,0,alma1
124,SRF,20 to 180,332,0,alma1
152,SRF,5 to 20,1255,0,alma1
131,DCM,5 to 20,12,4.48E-08,alma1
85,SRF,0.8 to 5,112,3.68E-07,alma1
85,SRF,0.8 to 5,67,2.86E-06,alma1
85,SRF,0.8 to 5,58,1.08E-07,alma1
85,SRF,0.8 to 5,4,6.92E-06,alma1
85,SRF,0.8 to 5,85,2.75E-08,alma1
85,SRF,0.8 to 5,74,1.33E-07,alma1
85,SRF,0.8 to 5,30,9.50E-07,alma1
85,SRF,0.8 to 5,13,2.34E-06,alma1
110,SRF,20 to 180,44,0,alma1
110,SRF,20 to 180,46,8.94E-08,alma1
110,SRF,20 to 180,58,3.27E-08,alma1
142,DCM,5 to 20,44,0,alma1
65,SRF,5 to 20,46,1.99E-07,alma1
65,SRF,5 to 20,178,3.41E-08,alma1
68,SRF,0.8 to 5,2743,0,alma1
68,SRF,0.8 to 5,66,0,alma1
68,SRF,0.8 to 5,24,0,alma1
68,SRF,0.8 to 5,13,0,alma1
68,SRF,0.8 to 5,178,3.49E-08,alma1
68,SRF,0.8 to 5,44,0,alma1
68,SRF,0.8 to 5,747,0,alma1
68,SRF,0.8 to 5,58,1.64E-07,alma1
68,SRF,0.8 to 5,36,1.09E-07,alma1
68,SRF,0.8 to 5,166,0,alma1
68,SRF,0.8 to 5,225,0,alma1
137,DCM,20 to 180,44,0,alma1
137,DCM,20 to 180,13,0,alma1
137,DCM,20 to 180,58,2.16E-08,alma1
137,DCM,20 to 180,35,2.78E-08,alma1
137,DCM,20 to 180,46,1.83E-07,alma1
137,DCM,20 to 180,332,0,alma1
152,SRF,0.8 to 5,36,1.04E-07,alma1
152,SRF,0.8 to 5,166,0,alma1
152,SRF,0.8 to 5,29,0,alma1
152,SRF,0.8 to 5,225,0,alma1
152,SRF,0.8 to 5,58,1.24E-07,alma1
152,SRF,0.8 to 5,44,0,alma1
152,SRF,0.8 to 5,59,0,alma1
152,SRF,0.8 to 5,2743,0,alma1
152,SRF,0.8 to 5,179,0,alma1
152,SRF,0.8 to 5,66,0,alma1
76,SRF,180 to 2000,38,0,alma1
76,SRF,180 to 2000,179,0,alma1
76,SRF,180 to 2000,2493,3.20E-08,alma1
76,SRF,180 to 2000,166,0,alma1
146,SRF,0.8 to 5,66,0,alma1
146,SRF,0.8 to 5,44,0,alma1
146,SRF,0.8 to 5,178,1.05E-07,alma1
146,SRF,0.8 to 5,12,4.39E-08,alma1
146,SRF,0.8 to 5,58,1.18E-07,alma1
146,SRF,0.8 to 5,4,6.48E-08,alma1
146,SRF,0.8 to 5,112,6.48E-08,alma1
146,SRF,0.8 to 5,225,0,alma1
146,SRF,0.8 to 5,166,0,alma1
146,SRF,0.8 to 5,36,8.38E-08,alma1
144,SRF,180 to 2000,2493,8.57E-08,alma1
144,SRF,180 to 2000,38,0,alma1
144,SRF,180 to 2000,46,3.59E-08,alma1
52,DCM,180 to 2000,38,0,alma1
52,DCM,180 to 2000,2493,4.75E-08,alma1
52,DCM,180 to 2000,44,0,alma1
132,SRF,5 to 20,46,6.07E-08,alma1
72,SRF,5 to 20,13,2.90E-08,alma1
72,SRF,5 to 20,38,0,alma1
72,SRF,5 to 20,4,0,alma1
72,SRF,5 to 20,1580,5.76E-08,alma1
72,SRF,5 to 20,67,8.33E-08,alma1
100,SRF,5 to 20,2743,0,alma1
100,SRF,5 to 20,58,0,alma1
100,SRF,5 to 20,12,2.65E-08,alma1
100,SRF,5 to 20,44,0,alma1
36,DCM,20 to 180,188,0,alma1
36,DCM,20 to 180,166,0,alma1
36,DCM,20 to 180,58,0,alma1
36,DCM,20 to 180,46,2.74E-07,alma1
36,DCM,20 to 180,179,0,alma1
76,DCM,180 to 2000,38,0,alma1
138,DCM,5 to 20,44,0,alma1
138,DCM,5 to 20,166,0,alma1
138,DCM,5 to 20,12,2.63E-08,alma1
138,DCM,5 to 20,35,6.44E-08,alma1
138,DCM,5 to 20,46,8.44E-08,alma1
138,DCM,5 to 20,332,0,alma1
22,DCM,20 to 180,12,8.54E-07,alma1
22,DCM,20 to 180,35,1.73E-07,alma1
38,SRF,0.8 to 5,179,0,alma1
38,SRF,0.8 to 5,66,0,alma1
38,SRF,0.8 to 5,36,9.81E-08,alma1
38,SRF,0.8 to 5,166,0,alma1
38,SRF,0.8 to 5,188,0,alma1
38,SRF,0.8 to 5,44,0,alma1
132,SRF,180 to 2000,38,0,alma1
23,SRF,0.8 to 5,36,1.76E-07,alma1
23,SRF,0.8 to 5,2743,0,alma1
23,SRF,0.8 to 5,66,0,alma1
67,SRF,180 to 2000,44,0,alma1
132,DCM,5 to 20,12,1.34E-07,alma1
128,SRF,180 to 2000,44,0,alma1
128,SRF,180 to 2000,166,0,alma1
128,SRF,180 to 2000,332,0,alma1
83,SRF,5 to 20,112,4.99E-08,alma1
83,SRF,5 to 20,67,9.66E-08,alma1
83,SRF,5 to 20,4,9.80E-08,alma1
83,SRF,5 to 20,13,2.55E-07,alma1
39,SRF,180 to 2000,166,0,alma1
68,DCM,0.8 to 5,58,1.90E-07,alma1
68,DCM,0.8 to 5,166,0,alma1
68,DCM,0.8 to 5,36,1.68E-07,alma1
68,DCM,0.8 to 5,188,0,alma1
68,DCM,0.8 to 5,66,0,alma1
68,DCM,0.8 to 5,179,0,alma1
68,DCM,0.8 to 5,332,0,alma1
68,DCM,0.8 to 5,2743,0,alma1
68,DCM,0.8 to 5,178,7.31E-08,alma1
68,DCM,0.8 to 5,59,0,alma1
68,DCM,0.8 to 5,44,0,alma1
68,DCM,0.8 to 5,24,0,alma1
68,DCM,0.8 to 5,12,2.35E-08,alma1
144,SRF,20 to 180,12,1.55E-07,alma1
144,SRF,20 to 180,178,5.26E-08,alma1
144,SRF,20 to 180,44,0,alma1
132,DCM,180 to 2000,38,0,alma1
36,DCM,5 to 20,166,0,alma1
36,DCM,5 to 20,179,0,alma1
36,DCM,5 to 20,46,2.63E-07,alma1
111,DCM,5 to 20,178,5.82E-08,alma1
111,DCM,5 to 20,44,0,alma1
111,DCM,5 to 20,24,0,alma1
111,DCM,5 to 20,66,0,alma1
111,DCM,5 to 20,1580,1.39E-07,alma1
111,DCM,5 to 20,179,0,alma1
111,DCM,5 to 20,166,0,alma1
111,DCM,5 to 20,36,1.55E-07,alma1
111,DCM,5 to 20,188,0,alma1
111,DCM,5 to 20,58,6.79E-08,alma1
111,DCM,5 to 20,38,0,alma1
92,SRF,5 to 20,13,0,alma1
92,SRF,5 to 20,4,4.19E-08,alma1
92,SRF,5 to 20,67,0,alma1
92,SRF,5 to 20,58,0,alma1
147,SRF,180 to 2000,38,0,alma1
147,SRF,180 to 2000,2493,6.99E-06,alma1
150,DCM,20 to 180,12,1.70E-07,alma1
150,DCM,20 to 180,2493,5.75E-08,alma1
150,DCM,20 to 180,46,6.03E-08,alma1
78,SRF,5 to 20,44,0,alma1
110,DCM,180 to 2000,44,0,alma1
84,SRF,0.8 to 5,112,1.26E-07,alma1
84,SRF,0.8 to 5,30,2.47E-07,alma1
84,SRF,0.8 to 5,67,1.20E-06,alma1
84,SRF,0.8 to 5,4,1.16E-06,alma1
84,SRF,0.8 to 5,85,2.33E-07,alma1
84,SRF,0.8 to 5,13,1.41E-06,alma1
84,SRF,0.8 to 5,74,1.33E-07,alma1
135,DCM,180 to 2000,188,0,alma1
135,DCM,180 to 2000,166,0,alma1
135,DCM,180 to 2000,2493,2.07E-08,alma1
135,DCM,180 to 2000,179,0,alma1
135,DCM,180 to 2000,38,0,alma1
135,DCM,180 to 2000,58,0,alma1
128,DCM,5 to 20,58,0,alma1
128,DCM,5 to 20,1255,0,alma1
128,DCM,5 to 20,44,0,alma1
128,DCM,5 to 20,166,0,alma1
72,DCM,5 to 20,12,3.72E-08,alma1
72,DCM,5 to 20,13,1.25E-07,alma1
72,DCM,5 to 20,1580,1.08E-07,alma1
23,DCM,0.8 to 5,2743,0,alma1
23,DCM,0.8 to 5,66,0,alma1
23,DCM,0.8 to 5,58,3.30E-08,alma1
23,DCM,0.8 to 5,36,3.32E-07,alma1
23,DCM,0.8 to 5,178,3.52E-08,alma1
23,DCM,0.8 to 5,225,0,alma1
123,SRF,180 to 2000,44,0,alma1
123,SRF,180 to 2000,332,0,alma1
132,DCM,0.8 to 5,188,0,alma1
132,DCM,0.8 to 5,12,4.49E-08,alma1
132,DCM,0.8 to 5,166,0,alma1
132,DCM,0.8 to 5,44,0,alma1
132,DCM,0.8 to 5,332,0,alma1
132,DCM,0.8 to 5,179,0,alma1
132,DCM,0.8 to 5,58,1.57E-07,alma1
36,DCM,180 to 2000,166,0,alma1
36,DCM,180 to 2000,179,0,alma1
85,DCM,180 to 2000,74,1.52E-07,alma1
85,DCM,180 to 2000,85,3.90E-08,alma1
85,DCM,180 to 2000,13,3.52E-07,alma1
85,DCM,180 to 2000,67,5.00E-07,alma1
85,DCM,180 to 2000,30,2.65E-07,alma1
85,DCM,180 to 2000,4,1.08E-06,alma1
85,DCM,180 to 2000,112,8.77E-07,alma1
151,DCM,20 to 180,46,2.05E-07,alma1
151,DCM,20 to 180,35,3.29E-08,alma1
151,DCM,20 to 180,12,1.59E-07,alma1
151,DCM,20 to 180,2493,2.20E-08,alma1
98,SRF,5 to 20,44,0,alma1
98,SRF,5 to 20,46,1.26E-07,alma1
36,SRF,20 to 180,46,4.31E-07,alma1
36,SRF,20 to 180,179,0,alma1
36,SRF,20 to 180,188,0,alma1
36,SRF,20 to 180,166,0,alma1
124,SRF,0.8 to 5,2743,0,alma1
